1.000000000000000000e+00,4.784266471862792969e+00,0.000000000000000000e+00,4.499999999999999833e-02
2.000000000000000000e+00,4.637004852294921875e+00,5.000000000000000104e-03,4.499999999999999833e-02
3.000000000000000000e+00,4.633430957794189453e+00,1.499999999999999944e-02,7.499999999999999722e-02
4.000000000000000000e+00,4.600343227386474609e+00,5.000000000000000104e-03,4.000000000000000083e-02
5.000000000000000000e+00,4.609480381011962891e+00,5.000000000000000104e-03,7.499999999999999722e-02
6.000000000000000000e+00,4.671047210693359375e+00,0.000000000000000000e+00,2.999999999999999889e-02
7.000000000000000000e+00,4.647633552551269531e+00,1.000000000000000021e-02,4.499999999999999833e-02
8.000000000000000000e+00,4.628483295440673828e+00,1.499999999999999944e-02,8.000000000000000167e-02
9.000000000000000000e+00,4.603326797485351562e+00,1.000000000000000021e-02,7.499999999999999722e-02
1.000000000000000000e+01,4.637199401855468750e+00,5.000000000000000104e-03,4.499999999999999833e-02
1.100000000000000000e+01,4.605923652648925781e+00,1.499999999999999944e-02,8.999999999999999667e-02
1.200000000000000000e+01,4.600120544433593750e+00,2.000000000000000042e-02,8.500000000000000611e-02
1.300000000000000000e+01,4.634991645812988281e+00,1.499999999999999944e-02,4.499999999999999833e-02
1.400000000000000000e+01,4.626837253570556641e+00,5.000000000000000104e-03,3.500000000000000333e-02
1.500000000000000000e+01,4.612706661224365234e+00,1.499999999999999944e-02,5.000000000000000278e-02
1.600000000000000000e+01,4.610174655914306641e+00,5.000000000000000104e-03,4.499999999999999833e-02
1.700000000000000000e+01,4.608945369720458984e+00,5.000000000000000104e-03,5.500000000000000028e-02
1.800000000000000000e+01,4.612028598785400391e+00,1.499999999999999944e-02,4.499999999999999833e-02
1.900000000000000000e+01,4.605799674987792969e+00,1.000000000000000021e-02,5.999999999999999778e-02
2.000000000000000000e+01,4.601980209350585938e+00,2.000000000000000042e-02,8.999999999999999667e-02
2.100000000000000000e+01,4.621508121490478516e+00,1.000000000000000021e-02,5.000000000000000278e-02
2.200000000000000000e+01,4.618292331695556641e+00,5.000000000000000104e-03,2.500000000000000139e-02
2.300000000000000000e+01,4.612798213958740234e+00,5.000000000000000104e-03,4.499999999999999833e-02
2.400000000000000000e+01,4.608030796051025391e+00,2.000000000000000042e-02,7.000000000000000666e-02
2.500000000000000000e+01,4.607533454895019531e+00,0.000000000000000000e+00,2.999999999999999889e-02
2.600000000000000000e+01,4.616241931915283203e+00,0.000000000000000000e+00,4.499999999999999833e-02
2.700000000000000000e+01,4.612780570983886719e+00,5.000000000000000104e-03,3.500000000000000333e-02
2.800000000000000000e+01,4.611559867858886719e+00,0.000000000000000000e+00,4.000000000000000083e-02
2.900000000000000000e+01,4.613161087036132812e+00,5.000000000000000104e-03,2.000000000000000042e-02
3.000000000000000000e+01,4.606076717376708984e+00,0.000000000000000000e+00,4.499999999999999833e-02
3.100000000000000000e+01,4.602275371551513672e+00,5.000000000000000104e-03,4.000000000000000083e-02
3.200000000000000000e+01,4.606469631195068359e+00,0.000000000000000000e+00,8.000000000000000167e-02
3.300000000000000000e+01,4.611245632171630859e+00,5.000000000000000104e-03,4.000000000000000083e-02
3.400000000000000000e+01,4.603565216064453125e+00,1.499999999999999944e-02,5.500000000000000028e-02
3.500000000000000000e+01,4.610930919647216797e+00,5.000000000000000104e-03,3.500000000000000333e-02
3.600000000000000000e+01,4.603254318237304688e+00,1.000000000000000021e-02,4.499999999999999833e-02
3.700000000000000000e+01,4.598317146301269531e+00,1.499999999999999944e-02,5.000000000000000278e-02
3.800000000000000000e+01,4.610293388366699219e+00,1.000000000000000021e-02,5.000000000000000278e-02
3.900000000000000000e+01,4.607059478759765625e+00,1.000000000000000021e-02,5.000000000000000278e-02
4.000000000000000000e+01,4.602402210235595703e+00,5.000000000000000104e-03,7.499999999999999722e-02
4.100000000000000000e+01,4.611986160278320312e+00,0.000000000000000000e+00,4.000000000000000083e-02
4.200000000000000000e+01,4.604248523712158203e+00,1.499999999999999944e-02,5.500000000000000028e-02
4.300000000000000000e+01,4.608550548553466797e+00,5.000000000000000104e-03,2.999999999999999889e-02
4.400000000000000000e+01,4.604546546936035156e+00,1.499999999999999944e-02,5.500000000000000028e-02
4.500000000000000000e+01,4.606736660003662109e+00,1.000000000000000021e-02,5.000000000000000278e-02
4.600000000000000000e+01,4.600398063659667969e+00,5.000000000000000104e-03,5.000000000000000278e-02
4.700000000000000000e+01,4.602939605712890625e+00,1.000000000000000021e-02,5.500000000000000028e-02
4.800000000000000000e+01,4.606608867645263672e+00,2.500000000000000139e-02,4.499999999999999833e-02
4.900000000000000000e+01,4.602677345275878906e+00,1.000000000000000021e-02,5.500000000000000028e-02
5.000000000000000000e+01,4.608570575714111328e+00,0.000000000000000000e+00,3.500000000000000333e-02
5.100000000000000000e+01,4.610869884490966797e+00,1.499999999999999944e-02,5.999999999999999778e-02
5.200000000000000000e+01,4.606237411499023438e+00,1.000000000000000021e-02,4.000000000000000083e-02
5.300000000000000000e+01,4.601541042327880859e+00,1.499999999999999944e-02,5.999999999999999778e-02
5.400000000000000000e+01,4.601248264312744141e+00,1.499999999999999944e-02,5.999999999999999778e-02
5.500000000000000000e+01,4.596997261047363281e+00,1.000000000000000021e-02,8.000000000000000167e-02
5.600000000000000000e+01,4.595544815063476562e+00,5.000000000000000104e-03,5.500000000000000028e-02
5.700000000000000000e+01,4.599972724914550781e+00,5.000000000000000104e-03,6.500000000000000222e-02
5.800000000000000000e+01,4.602896690368652344e+00,0.000000000000000000e+00,5.999999999999999778e-02
5.900000000000000000e+01,4.610671997070312500e+00,5.000000000000000104e-03,2.500000000000000139e-02
6.000000000000000000e+01,4.600103378295898438e+00,2.500000000000000139e-02,8.000000000000000167e-02
6.100000000000000000e+01,4.602390289306640625e+00,1.000000000000000021e-02,4.499999999999999833e-02
6.200000000000000000e+01,4.598016738891601562e+00,1.499999999999999944e-02,5.500000000000000028e-02
6.300000000000000000e+01,4.609003543853759766e+00,1.000000000000000021e-02,4.000000000000000083e-02
6.400000000000000000e+01,4.599736690521240234e+00,1.000000000000000021e-02,5.000000000000000278e-02
